Customer ID,Frequency,Recency,First Order Date,Monetary Value,Order Count,Recency Days,Tenure Days
1456,2,2025-11-13,2025-11-12,951.2,2,63,64
1457,1,2025-11-08,2025-11-08,1068.4,1,68,68
1458,1,2025-11-02,2025-11-02,384.0,1,74,74
1459,1,2025-11-01,2025-11-01,1288.0,1,75,75
1461,1,2025-11-27,2025-11-27,269.6,1,49,49
1462,1,2025-12-21,2025-12-21,182.4,1,25,25
1463,3,2025-11-12,2025-11-07,1857.0,3,64,69
1464,1,2025-11-25,2025-11-25,899.6,1,51,51
1465,1,2025-12-10,2025-12-10,848.8,1,36,36
1467,1,2025-12-04,2025-12-04,549.2,1,42,42
1468,1,2025-12-04,2025-12-04,1012.0,1,42,42
1469,1,2025-11-10,2025-11-10,1248.0,1,66,66
1470,1,2025-11-23,2025-11-23,222.4,1,53,53
1471,1,2025-12-22,2025-12-22,262.4,1,24,24
1472,1,2025-11-21,2025-11-21,1032.0,1,55,55
1474,2,2025-12-19,2025-12-19,2300.0,2,27,27
1475,2,2025-12-09,2025-12-02,794.2,2,37,44
1477,1,2025-12-23,2025-12-23,607.2,1,23,23
1479,2,2025-12-05,2025-11-07,1018.4,2,41,69
1480,1,2025-12-18,2025-12-18,269.6,1,28,28
1484,1,2025-11-29,2025-11-29,285.0,1,47,47
1485,1,2025-11-01,2025-11-01,1230.0,1,75,75
1489,1,2025-12-07,2025-12-07,76.2,1,39,39
1491,1,2025-12-03,2025-12-03,328.6,1,43,43
1493,2,2025-11-13,2025-11-03,2154.8,2,63,73
1494,2,2025-12-24,2025-12-12,2341.0,2,22,34
1495,1,2025-11-10,2025-11-10,229.6,1,66,66
1499,1,2025-11-08,2025-11-08,1780.0,1,68,68
